input,itemsJson,totalKcal,mealType,timeOffset
g100 full fat cottage cheese + 150 g raspberries + 15 g raw peanuts 265kcal tomorrow,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",265,unknown,P1D
plain nonfat greek yogurt 150 g + 200g raspberries + raw peanuts 20 g bf,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",305,breakfast,PT0M
ate full fat cottage cheese 150 gr + raspberries g100 + 15 g whole raw almonds snack,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g"",""kcal"":157},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",296,snack,PT0M
ate 200 gr strawberries + raw english walnut halves 20g + 0.5 cups 2% cottage cheese,"[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92}]",290,unknown,PT0M
ate plain nonfat greek yogurt 100 grams + red delicious apple 150g + raw english walnut halves 30 gr snack 24d ago,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",358,snack,-P24D
g200 plain nonfat yogurt + 150g strawberries + whole raw almonds 20 g breakfast,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",264,breakfast,PT0M
plain whole milk yogurt 100g + 150g blueberries + whole raw almonds 30 gr breakfast -26d,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",338,breakfast,-P26D
plain nonfat greek yogurt 100 g + 200g red delicious apple + raw peanuts 30 g snack,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",350,snack,PT0M
ate g150 plain nonfat greek yogurt + 100 g red delicious apple + 30g rolled whole grain oats,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",268,unknown,PT0M
full fat cottage cheese 200 grams + 150 gr raspberries + raw peanuts g20 -13h,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",396,unknown,-PT13H
ate plain nonfat yogurt g150 + whole raw almonds g20 + raspberries 100 gr kcal243 19d ago,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51}]",243,unknown,-P19D
100 gr plain nonfat yogurt + red delicious apple 150 grams + rolled whole grain oats 70 g breakfast,"[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":50},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",408,breakfast,PT0M
whole wheat bread slice2 + 150 gr light canned tuna in water + raw cucumber with peel g150 tmr,"[{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163},{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":150,""unit"":""g"",""kcal"":135},{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21}]",319,unknown,P1D
150 g light canned tuna in water + canned black beans g150 + 150 grams raw romaine lettuce dinner -4h,"[{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":150,""unit"":""g"",""kcal"":135},{""name"":""beans, black, canned, sodium added, drained and rinsed"",""quantity"":150,""unit"":""g"",""kcal"":173},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g"",""kcal"":26}]",334,dinner,-PT4H
200 g plain whole milk yogurt + blueberries g150 + rolled whole grain oats g70 snack 15d ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",506,snack,-P15D
plain nonfat greek yogurt 150 g + blueberries 100 gr + g30 whole raw almonds,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",324,unknown,PT0M
ate 2slice whole wheat bread + light canned tuna in water 150 g + g50 raw romaine lettuce,"[{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163},{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":150,""unit"":""g"",""kcal"":135},{""name"":""lettuce, romaine, green, raw"",""quantity"":50,""unit"":""g"",""kcal"":9}]",307,unknown,PT0M
100 gr blueberries + plain nonfat yogurt g150 + raw english walnut halves g20 bf,"[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",268,breakfast,PT0M
30 grams raw peanuts + red delicious apple g100 + plain nonfat yogurt g150 snack 10h ago,"[{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75}]",302,snack,-PT10H
100 g light canned tuna in water + 150 g canned black beans + 100 g raw romaine lettuce kcal280 lunch tomorrow,"[{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":100,""unit"":""g"",""kcal"":90},{""name"":""beans, black, canned, sodium added, drained and rinsed"",""quantity"":150,""unit"":""g"",""kcal"":173},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17}]",280,lunch,P1D
plain nonfat yogurt 100 g + 100g red delicious apple + whole raw almonds g20 snack -15d,"[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":50},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",229,snack,-P15D
cup1 2% cottage cheese + 150g blueberries + g15 raw peanuts,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":1,""unit"":""cup"",""kcal"":185},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":86},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",354,unknown,PT0M
1slice white bread + 100g light canned tuna in water + 150 gr raw romaine lettuce lunch,"[{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":74},{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":100,""unit"":""g"",""kcal"":90},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g"",""kcal"":26}]",190,lunch,PT0M
2% cottage cheese 0.5cup + 150 g red delicious apple + 20g whole raw almonds snack,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",302,snack,PT0M
200g plain whole milk yogurt + g200 raspberries + whole raw almonds 30 grams 433kcal snack,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",433,snack,PT0M
raw english walnut halves 20 gr + plain nonfat greek yogurt g150 + strawberries 150 gr breakfast 1h ago,"[{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47}]",275,breakfast,-PT1H
1 tablespoon commercial hummus + 100 g raw romaine lettuce + 1slice whole wheat bread,"[{""name"":""hummus, commercial"",""quantity"":1,""unit"":""tablespoon"",""kcal"":39},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":82}]",138,unknown,PT0M
plain whole milk yogurt 100g + red delicious apple 100 grams + raw english walnut halves 20 grams 275 cal snack 28d ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",275,snack,-P28D
200 g blueberries + raw peanuts 30 g + 150g full fat cottage cheese snack,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165},{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g"",""kcal"":157}]",437,snack,PT0M
plain nonfat greek yogurt 100 grams + raspberries 100 gr + raw english walnut halves 15 gr,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",214,unknown,PT0M
200g plain nonfat yogurt + red delicious apple 200 gr + whole raw almonds 15g,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",312,unknown,PT0M
ate plain nonfat greek yogurt 100 grams + red delicious apple 150 grams + 20 grams whole raw almonds -12d,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",271,unknown,-P12D
150 grams plain whole milk yogurt + 200g raspberries + raw english walnut halves g15 breakfast 16d ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g"",""kcal"":116},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",321,breakfast,-P16D
30 gr whole raw almonds + 200g blueberries + plain whole milk yogurt 100g bf,"[{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77}]",367,breakfast,PT0M
plain nonfat greek yogurt 200 gr + 200 grams strawberries + 30 g raw peanuts bf,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":122},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",349,breakfast,PT0M
ate 200 grams blueberries + 15 grams raw peanuts + plain whole milk yogurt 100g snack,"[{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83},{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77}]",275,snack,PT0M
g100 full fat cottage cheese + 100 grams blueberries + raw peanuts g30 327kcal snack tmr,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",327,snack,P1D
ate 100 g plain whole milk yogurt + 200 g strawberries + 15 g raw peanuts 222 cal snack 25d ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",222,snack,-P25D
ate plain nonfat yogurt g100 + 100 g raspberries + 30 grams rolled whole grain oats -9h,"[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":50},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",215,unknown,-PT9H
plain whole milk yogurt g200 + strawberries 150 grams + 20 grams raw peanuts breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",312,breakfast,PT0M
150 grams light canned tuna in water + 150g canned black beans + raw roma tomato g50 lunch ye,"[{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":150,""unit"":""g"",""kcal"":135},{""name"":""beans, black, canned, sodium added, drained and rinsed"",""quantity"":150,""unit"":""g"",""kcal"":173},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9}]",317,lunch,-P1D
full fat cottage cheese g150 + 150 gr raspberries + g20 raw english walnut halves 370kcal,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g"",""kcal"":157},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",370,unknown,PT0M
raw peanuts 20 g + 200 gr full fat cottage cheese + strawberries 200 gr 381kcal snack,"[{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110},{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62}]",381,snack,PT0M
plain whole milk yogurt 150g + g150 red delicious apple + g15 whole raw almonds breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g"",""kcal"":116},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88}]",297,breakfast,PT0M
ate 150 gr plain whole milk yogurt + strawberries 150 grams + 15 grams raw peanuts breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g"",""kcal"":116},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",246,breakfast,PT0M
g150 plain nonfat yogurt + raspberries 200 grams + 30 grams whole raw almonds bf -16h,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",353,breakfast,-PT16H
ate plain whole milk yogurt 200 gr + 100g strawberries + rolled whole grain oats g50 snack,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",375,snack,PT0M
150 grams plain whole milk yogurt + raspberries g200 + rolled whole grain oats 50 gr,"[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g"",""kcal"":116},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",408,unknown,PT0M
full fat cottage cheese 100 g + 150g raspberries + 30 grams raw english walnut halves bf,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g"",""kcal"":105},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204}]",386,breakfast,PT0M
100g plain nonfat greek yogurt + whole raw almonds g15 + strawberries 100g,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31}]",180,unknown,PT0M
plain nonfat yogurt 150g + strawberries 200g + g20 raw peanuts breakfast,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",247,breakfast,PT0M
200 grams plain whole milk yogurt + 100 gr raspberries + raw peanuts 30g,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165}]",371,unknown,PT0M
plain nonfat greek yogurt 200 gr + strawberries 150 gr + 20g raw english walnut halves kcal305 bf,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":122},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",305,breakfast,PT0M
full fat cottage cheese 200 g + 100 gr strawberries + 20 g raw peanuts snack,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g"",""kcal"":209},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g"",""kcal"":110}]",350,snack,PT0M
0.5 cups 2% cottage cheese + 150 gr red delicious apple + raw peanuts 15 g 30d ago,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83}]",268,unknown,-P30D
ate 150g full fat cottage cheese + blueberries g100 + 20g raw english walnut halves snack 7h ago,"[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g"",""kcal"":157},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136}]",350,snack,-PT7H
2% cottage cheese 1 cup + red delicious apple 200 gr + 15 g raw english walnut halves snack,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":1,""unit"":""cup"",""kcal"":185},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102}]",411,snack,PT0M
commercial hummus 1 tablespoon + raw cucumber with peel 50 gr + 2 slices white bread + 1 slice american cheese 253kcal 11h ago,"[{""name"":""hummus, commercial"",""quantity"":1,""unit"":""tablespoon"",""kcal"":39},{""name"":""cucumber, with peel, raw"",""quantity"":50,""unit"":""g"",""kcal"":7},{""name"":""bread, white, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":147},{""name"":""cheese, american, restaurant"",""quantity"":1,""unit"":""slice"",""kcal"":60}]",253,unknown,-PT11H
ate plain nonfat yogurt 200g + blueberries 200 gr + 15 gr whole raw almonds + g30 rolled whole grain oats snack,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",417,snack,PT0M
150 gr plain nonfat greek yogurt + 200g red delicious apple + 30 g whole raw almonds + rolled whole grain oats g30,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",505,unknown,PT0M
2% cottage cheese cup0.5 + red delicious apple g150 + g15 whole raw almonds + rolled whole grain oats 70 gr 23d ago,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",538,unknown,-P23D
2tbsp commercial hummus + raw cucumber with peel 150 gr + 2slice white bread + cheddar cheese 2 slices lunch,"[{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon"",""kcal"":78},{""name"":""cucumber, with peel, raw"",""quantity"":150,""unit"":""g"",""kcal"":21},{""name"":""bread, white, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":147},{""name"":""cheese, cheddar"",""quantity"":2,""unit"":""slice"",""kcal"":139}]",385,lunch,PT0M
plain whole milk yogurt 200 gr + raspberries 200 gr + 30 grams raw english walnut halves + rolled whole grain oats g70,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",727,unknown,PT0M
150 gr red delicious apple + 100 gr plain nonfat greek yogurt + 70 gr rolled whole grain oats + 30g whole raw almonds breakfast,"[{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175}]",594,breakfast,PT0M
ate 1 slice cheddar cheese + raw romaine lettuce 50 gr + commercial hummus tbsp3 + 2 slices whole wheat bread kcal357 snack,"[{""name"":""cheese, cheddar"",""quantity"":1,""unit"":""slice"",""kcal"":69},{""name"":""lettuce, romaine, green, raw"",""quantity"":50,""unit"":""g"",""kcal"":9},{""name"":""hummus, commercial"",""quantity"":3,""unit"":""tablespoon"",""kcal"":116},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163}]",357,snack,PT0M
plain whole milk yogurt 100 grams + 150 gr strawberries + raw peanuts 30 grams + 50g rolled whole grain oats 18h ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",478,unknown,-PT18H
200 grams plain whole milk yogurt + raspberries 200 g + g15 raw english walnut halves + rolled whole grain oats 70g tomorrow,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",625,unknown,P1D
ate g150 plain nonfat greek yogurt + blueberries 200g + 15g raw english walnut halves + 30g rolled whole grain oats,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",423,unknown,PT0M
