"activityName","averageHeartRate","calories","distance","distanceUnit","duration","elevationGain","pace","poolLength","poolLengthUnit","speed","steps","swimLengths"
"Swim",,713,3.18,"Kilometer",6196000,,1951.5,25,"Meter",1.84,,127
"Treadmill",132,569,4.58,"Kilometer",2837000,1.52,,,,5.81,5185,
"Run",137,160,1.82,"Kilometer",755000,78.03,411.53,,,8.75,1894,
"Treadmill",128,370,2.3,"Kilometer",3070000,0,,,,4.33,3090,
"Run",141,134,1.73,"Kilometer",576000,7.32,324.91,,,11.08,1470,
"Treadmill",137,892,10.02,"Kilometer",4177000,7.93,,,,8.6,9721,
"Walk",114,228,,,1332000,88.39,,,,,2219,
"Treadmill",125,463,2.86,"Kilometer",2504000,2.44,,,,4.12,3838,
"Run",119,142,1.52,"Kilometer",863000,7.01,548.67,,,6.56,1772,
"Walk",104,243,,,1485000,88.39,,,,,2575,
"Run",105,139,1.5,"Kilometer",1307000,10.67,614.18,,,5.86,1821,
"Aerobic Workout",118,1062,,,6094000,,,,,,9768,
"Treadmill",135,890,8.79,"Kilometer",4232000,58.52,,,,7.48,9071,
"Walk",100,210,,,1485000,6.1,,,,,2672,
"Treadmill",131,732,4.01,"Kilometer",3674000,1.22,,,,3.92,5355,
"Walk",103,236,,,1639000,9.14,,,,,2775,
"Walk",97,179,,,1332000,9.14,,,,,2359,
"Walk",111,218,,,1280000,85.34,,,,,2211,
"Run",106,46,0.52,"Kilometer",313000,0,621.84,,,5.79,604,
"Walk",99,174,,,1178000,3.05,,,,,2096,
"Run",148,615,7.83,"Kilometer",2593000,150.88,325.78,,,11.05,6460,
"Treadmill",145,841,8.14,"Kilometer",3741000,12.19,,,,7.82,7223,
"Swim",,656,3.1,"Kilometer",5939000,,1915.81,25,"Meter",1.88,,124
"Sport",113,211,,,1280000,,,,,,1732,
"Run",136,929,11.67,"Kilometer",4447000,180.14,366,,,9.84,10472,
"Walk",97,319,,,2304000,12.19,,,,,3992,
"Treadmill",137,675,6.48,"Kilometer",3437000,10.06,,,,7.29,6436,
"Run",130,1127,14.45,"Kilometer",6084000,439.22,369.78,,,9.74,13435,
"Run",142,797,10.93,"Kilometer",3600000,63.09,321.74,,,11.19,9026,
"Run",128,1176,16.33,"Kilometer",6238000,524.56,350.48,,,10.27,14529,
"Treadmill",135,819,10.3,"Kilometer",3869000,2.74,,,,9.77,9379,
"Sport",107,1037,,,7321000,,,,,,7312,
"Run",148,771,10.08,"Kilometer",3393000,76.81,321.71,,,11.19,8316,
"Run",146,1147,15.04,"Kilometer",4819000,274.32,320.43,,,11.23,12640,
"Walk",95,340,,,2509000,103.63,,,,,3991,
"Treadmill",136,1253,11.94,"Kilometer",6070000,69.8,,,,7.18,11171,
"Treadmill",139,741,8.89,"Kilometer",3310000,0.31,,,,9.67,7997,
"Run",143,899,12.73,"Kilometer",3933000,92.66,299.38,,,12.02,10036,
"Treadmill",144,708,8.91,"Kilometer",3124000,6.71,,,,10.57,7735,
"Run",148,1619,20.19,"Kilometer",6575000,149.66,325.56,,,11.06,17606,
"Run",146,1669,21.2,"Kilometer",7722000,610.51,334.1,,,10.78,18316,
"Walk",99,181,,,1331000,6.1,,,,,2107,
"Walk",96,575,,,5260000,0,,,,,5555,
"Walk",101,137,,,973000,15.24,,,,,1419,
"Walk",105,156,,,1024000,6.1,,,,,1577,
"Walk",113,154,,,922000,12.19,,,,,1505,
"Walk",102,240,,,1895000,12.19,,,,,2446,
"Walk",109,310,,,1946000,30.48,,,,,3301,
"Walk",103,180,,,1229000,24.38,,,,,2034,
"Walk",98,121,,,1024000,12.19,,,,,1189,
"Run",144,540,5.6,"Kilometer",2377000,2.13,410.12,,,8.78,5528,
"Walk",103,158,,,1127000,6.1,,,,,1838,
"Walk",111,164,,,1177000,6.1,,,,,1365,
"Walk",97,124,,,1024000,0,,,,,1322,
"Walk",102,126,,,1024000,0,,,,,1478,
"Walk",107,148,,,1075000,24.38,,,,,1366,
"Walk",108,141,,,973000,12.19,,,,,1603,
"Walk",112,149,,,1024000,15.24,,,,,1442,
"Walk",95,212,,,2048000,6.1,,,,,1978,
"Walk",99,360,,,3021000,30.48,,,,,3786,
"Walk",108,173,,,1383000,6.1,,,,,1657,
"Walk",98,213,,,1741000,9.14,,,,,2431,
"Run",166,565,3.91,"Kilometer",2594000,1.22,543.76,,,6.62,5115,
"Walk",100,133,,,1178000,9.14,,,,,1271,
"Walk",106,126,,,922000,3.05,,,,,1465,
"Walk",118,147,,,972000,12.19,,,,,1199,
"Walk",101,200,,,1536000,0,,,,,2043,
"Walk",129,602,,,3123000,21.34,,,,,4826,
"Aerobic Workout",127,167,,,922000,,,,,,1156,
"Walk",109,164,,,1177000,0,,,,,1704,
"Walk",96,726,,,6144000,33.53,,,,,8504,
"Walk",101,635,,,4710000,18.29,,,,,6847,
"Walk",111,182,,,1127000,6.1,,,,,1911,
"Walk",109,154,,,1024000,21.34,,,,,1319,
"Walk",113,171,,,1075000,15.24,,,,,1739,
"Walk",96,457,,,3738000,36.58,,,,,4607,
"Walk",101,232,,,1894000,0,,,,,2518,
"Walk",111,217,,,1332000,24.38,,,,,2390,
"Walk",103,155,,,1024000,42.67,,,,,1527,
"Walk",112,257,,,1638000,9.14,,,,,2476,
"Aerobic Workout",125,328,,,1741000,,,,,,3013,
"Walk",94,114,,,1024000,15.24,,,,,1120,
"Walk",106,214,,,1536000,6.1,,,,,2041,
"Walk",120,291,,,1639000,3.05,,,,,2585,
"Walk",104,132,,,921000,6.1,,,,,1306,
"Walk",100,266,,,1997000,3.05,,,,,2963,
"Walk",100,179,,,1536000,3.05,,,,,1766,
"Aerobic Workout",128,388,,,2202000,,,,,,2650,
"Aerobic Workout",121,364,,,2099000,,,,,,3725,
"Walk",112,135,,,921000,6.1,,,,,1344,
"Walk",107,150,,,1126000,12.19,,,,,1841,
"Walk",105,134,,,972000,9.14,,,,,1636,
"Walk",100,108,,,922000,6.1,,,,,888,
"Walk",96,218,,,1741000,30.48,,,,,2307,
"Walk",107,1247,,,8243000,210.31,,,,,13776,
"Walk",104,367,,,2611000,39.62,,,,,3998,
"Treadmill",167,359,4.87,"Kilometer",1838000,0,,,,9.58,4826,
"Walk",110,106,,,1127000,21.34,,,,,1415,
"Walk",117,120,,,1075000,33.53,,,,,1484,
"Walk",103,155,,,1741000,21.34,,,,,1956,
"Treadmill",150,67,1.12,"Kilometer",437000,0.31,,,,9.66,1136,
"Run",168,307,4.36,"Kilometer",1606000,37.49,367.66,,,9.79,4375,
"Walk",120,177,,,1536000,27.43,,,,,2845,
"Walk",101,92,,,1076000,18.29,,,,,1424,
"Treadmill",158,114,1.83,"Kilometer",720000,0,,,,9.59,1852,
"Walk",109,104,,,1126000,27.43,,,,,1507,
"Walk",100,95,,,1332000,9.14,,,,,1317,
"Walk",116,137,,,1178000,6.1,,,,,1683,
"Walk",95,206,,,2765000,15.24,,,,,2998,
"Aerobic Workout",116,98,,,1076000,,,,,,1027,
"Walk",109,140,,,1537000,24.38,,,,,1931,
"Walk",109,131,,,1434000,24.38,,,,,1641,
"Treadmill",156,49,0.88,"Kilometer",334000,0,,,,9.97,895,
"Walk",108,101,,,1126000,33.53,,,,,1489,
"Walk",146,149,,,1024000,15.24,,,,,1777,
"Walk",110,132,,,1690000,6.71,,,,,1844,
"Treadmill",174,212,2.87,"Kilometer",1058000,0,,,,9.78,2892,
"Walk",110,160,,,1690000,27.43,,,,,2415,
"Walk",113,167,,,1792000,27.43,,,,,2049,
"Walk",105,106,,,1178000,30.48,,,,,1441,
"Treadmill",150,47,0.85,"Kilometer",352000,0.61,,,,9.52,891,
"Walk",103,98,,,1126000,33.53,,,,,1323,
"Walk",111,100,,,1127000,12.19,,,,,1512,
"Walk",98,119,,,1536000,30.48,,,,,1767,
"Walk",110,141,,,1639000,30.48,,,,,1938,
"Walk",104,105,,,1178000,30.48,,,,,1494,
"Treadmill",159,128,1.89,"Kilometer",737000,0,,,,9.53,1912,
"Walk",107,99,,,1075000,24.38,,,,,1357,
"Walk",108,111,,,1280000,18.29,,,,,1485,
"Walk",111,172,,,1536000,54.86,,,,,2657,
"Walk",108,182,,,2202000,39.62,,,,,2690,
"Walk",102,140,,,1639000,9.14,,,,,2355,
"Walk",105,109,,,1332000,18.29,,,,,1596,
"Treadmill",169,339,4.9,"Kilometer",1818000,5.18,,,,9.74,4915,
"Walk",102,90,,,1126000,15.24,,,,,1241,
"Treadmill",150,351,4.62,"Kilometer",2422000,19.81,,,,7.73,4912,
"Walk",105,91,,,1024000,3.05,,,,,1326,
"Walk",96,381,,,4762000,24.38,,,,,5701,
"Walk",100,229,,,2969000,6.1,,,,,3283,
"Walk",106,151,,,1588000,0,,,,,2310,
"Walk",103,347,,,4045000,9.14,,,,,5243,
"Walk",107,97,,,973000,3.05,,,,,1590,
"Walk",106,82,,,1024000,12.19,,,,,1137,
"Walk",105,168,,,1793000,33.53,,,,,2695,
"Walk",104,107,,,1331000,21.34,,,,,1507,
"Walk",106,166,,,1997000,30.48,,,,,2428,
"Walk",105,92,,,1127000,9.14,,,,,1476,
"Walk",108,143,,,1792000,3.05,,,,,1878,
"Walk",99,129,,,1946000,0,,,,,1602,
"Walk",105,129,,,1639000,12.19,,,,,1924,
"Walk",103,240,,,3021000,9.14,,,,,3675,
"Walk",103,214,,,2918000,30.48,,,,,2840,
"Outdoor Bike",106,141,,,1997000,0,,,,,,
"Walk",109,134,,,1331000,60.96,,,,,2141,
"Swim",,178,0.78,"Kilometer",3687000,,4757.42,25,"Meter",0.76,,31
"Walk",118,249,,,2253000,112.78,,,,,3988,
"Treadmill",174,358,4.73,"Kilometer",1796000,13.41,,,,9.54,4749,
"Walk",114,110,,,1127000,21.34,,,,,1558,
"Walk",108,553,,,5735000,12.19,,,,,9186,
"Walk",104,166,,,2048000,18.29,,,,,2514,
"Treadmill",177,360,4.78,"Kilometer",1806000,3.35,,,,9.57,4803,
"Walk",106,151,,,1741000,6.1,,,,,2302,
"Walk",100,89,,,1127000,23.32,,,,,1354,
"Walk",120,106,,,1076000,18.44,,,,,1296,
"Walk",110,181,,,1895000,3.05,,,,,3038,
"Walk",102,112,,,1382000,3.05,,,,,1673,
"Walk",109,92,,,922000,0,,,,,1484,
"Walk",110,111,,,1178000,6.1,,,,,1829,
"Walk",119,162,,,1537000,0,,,,,2516,
"Walk",110,106,,,1229000,21.34,,,,,1428,
"Treadmill",161,228,3.4,"Kilometer",1321000,0.31,,,,9.34,3444,
"Walk",107,107,,,1229000,24.38,,,,,1476,
"Walk",107,139,,,1383000,33.22,,,,,2001,
"Treadmill",154,210,3.28,"Kilometer",1255000,0,,,,9.48,3309,
"Walk",105,99,,,1229000,18.44,,,,,1467,
"Walk",107,100,,,1229000,9.14,,,,,1319,
"Walk",114,128,,,1331000,6.2,,,,,1688,
"Walk",107,221,,,2765000,27.43,,,,,3552,
"Walk",105,188,,,1895000,21.34,,,,,3053,
"Walk",109,108,,,1177000,30.48,,,,,1613,
"Treadmill",143,60,1.02,"Kilometer",534000,0,,,,9.01,1029,
"Walk",118,133,,,1229000,24.38,,,,,2094,
"Walk",109,123,,,1178000,38.91,,,,,1931,
"Walk",99,153,,,1997000,18.29,,,,,2184,
"Walk",94,138,,,1588000,15.24,,,,,2091,
"Walk",111,227,,,2253000,24.38,,,,,3953,
"Walk",105,107,,,1075000,3.05,,,,,1813,
"Walk",116,190,,,1742000,21.34,,,,,2736,
"Walk",106,508,,,5786000,128.02,,,,,8057,
"Walk",120,290,,,2560000,33.53,,,,,4844,
"Walk",107,422,,,4506000,60.96,,,,,6769,
"Walk",101,113,,,1383000,9.14,,,,,1563,
"Walk",105,349,,,3943000,21.34,,,,,5260,
"Walk",110,97,,,1024000,18.29,,,,,1323,
"Walk",107,106,,,1229000,27.43,,,,,1481,
"Walk",111,133,,,1434000,3.05,,,,,1837,
"Walk",111,1005,,,10088000,213.36,,,,,15754,
"Walk",112,246,,,2356000,45.31,,,,,3969,
"Walk",115,172,,,1587000,6.1,,,,,2690,
"Walk",116,204,,,1792000,73.15,,,,,3210,
"Walk",106,98,,,1228000,9.14,,,,,1461,
"Walk",118,108,,,1127000,12.19,,,,,1348,
"Walk",111,108,,,1076000,30.48,,,,,1429,
"Walk",110,154,,,1690000,18.39,,,,,2329,
"Walk",133,166,,,1229000,17.63,,,,,2426,
"Walk",111,92,,,921000,36.58,,,,,1349,
"Treadmill",114,351,2.59,"Kilometer",4830000,58.22,,,,1.94,3471,
"Walk",117,108,,,1075000,6.1,,,,,1882,
"Walk",110,327,,,3635000,112.78,,,,,4621,
"Run",148,206,3.14,"Kilometer",7636000,36.88,421.77,,,8.54,3308,
"Walk",130,177,,,1280000,0,,,,,2209,
"Walk",116,210,,,1895000,79.25,,,,,3391,
"Walk",115,226,,,2151000,51.82,,,,,3771,
"Walk",110,193,,,1997000,21.34,,,,,3268,
"Walk",107,85,,,973000,21.34,,,,,1323,
"Walk",106,350,,,3840000,18.29,,,,,5663,
"Walk",114,99,,,1024000,21.34,,,,,1376,
"Walk",113,361,,,3789000,39.62,,,,,5216,
"Walk",113,138,,,1331000,12.19,,,,,2361,
"Walk",111,243,,,2356000,39.62,,,,,3735,
"Walk",110,132,,,1331000,9.14,,,,,2254,
"Walk",112,197,,,1843000,60.96,,,,,3096,
"Treadmill",159,200,2.94,"Kilometer",1153000,0.31,,,,9.2,2961,
"Walk",109,207,,,2048000,21.34,,,,,3582,
"Walk",100,95,,,1177000,27.23,,,,,1437,
"Run",134,279,3.8,"Kilometer",1980000,44.5,520.23,,,6.92,4549,
"Walk",119,199,,,1689000,60.96,,,,,3048,
"Walk",108,234,,,2356000,57.91,,,,,3746,
"Walk",115,238,,,2151000,94.49,,,,,3701,
"Walk",111,265,,,2663000,45.72,,,,,4518,
"Walk",104,302,,,3277000,60.96,,,,,4571,
"Run",163,174,,,973000,27.43,,,,,2380,
"Walk",107,88,,,922000,9.14,,,,,1370,
"Walk",106,93,,,1024000,15.24,,,,,1491,
"Walk",110,98,,,973000,21.34,,,,,1481,
"Walk",113,142,,,1332000,12.19,,,,,2109,
"Walk",111,76,,,717000,6.1,,,,,1128,
"Walk",111,65,,,717000,3.05,,,,,923,
"Dancing",123,164,,,1485000,,,,,,1798,
"Treadmill",154,442,4.17,"Kilometer",2638000,5.18,,,,5.7,5219,
"Walk",116,105,,,1024000,6.1,,,,,1600,
"Walk",117,151,,,1382000,39.62,,,,,2005,
"Aerobic Workout",119,377,,,5400000,,,,,,2891,
"Walk",99,140,,,1690000,18.29,,,,,2305,
"Treadmill",164,706,7.64,"Kilometer",3836000,2.13,,,,7.08,8184,
"Walk",109,151,,,1536000,3.05,,,,,2608,
"Walk",119,193,,,1690000,12.19,,,,,3042,
"Treadmill",166,70,0.77,"Kilometer",386000,0.31,,,,7.16,843,
"Walk",109,133,,,1587000,18.29,,,,,1612,
"Walk",101,95,,,1229000,3.05,,,,,1360,
"Walk",114,130,,,1229000,15.24,,,,,2166,
"Walk",118,111,,,973000,9.14,,,,,1781,
"Treadmill",141,307,3.47,"Kilometer",2043000,10.36,,,,6.13,4263,
"Walk",117,164,,,1485000,12.19,,,,,2526,
"Walk",113,177,,,1690000,9.14,,,,,2980,
"Walk",104,86,,,973000,6.1,,,,,1262,
"Walk",115,106,,,1024000,9.14,,,,,1645,
"Treadmill",153,323,3.86,"Kilometer",1890000,5.49,,,,7.25,4222,
"Walk",117,189,,,1741000,42.67,,,,,2367,
"Walk",114,101,,,973000,6.1,,,,,1672,
"Treadmill",153,236,2.78,"Kilometer",1401000,5.49,,,,7.02,3061,
"Walk",122,288,,,2407000,42.67,,,,,3862,
"Treadmill",160,358,4.31,"Kilometer",1969000,7.62,,,,7.89,4667,
"Walk",121,236,,,2100000,39.62,,,,,3009,
"Walk",110,230,,,2406000,54.86,,,,,3207,
"Walk",106,90,,,1024000,18.29,,,,,1251,
"Walk",112,408,,,4147000,76.2,,,,,6022,
"Aerobic Workout",142,235,,,1639000,,,,,,2295,
"Walk",110,100,,,1024000,6.1,,,,,1466,
"Walk",102,101,,,1178000,9.14,,,,,1423,
"Treadmill",157,308,3.03,"Kilometer",1736000,1.22,,,,6.28,3701,
"Walk",101,97,,,1178000,12.19,,,,,1395,
"Walk",100,103,,,1332000,12.19,,,,,1504,
"Walk",114,139,,,1280000,27.43,,,,,2088,
"Walk",114,365,,,3175000,109.73,,,,,5576,
"Walk",124,252,,,2049000,12.19,,,,,3395,
"Walk",122,311,,,2355000,109.73,,,,,3963,
"Walk",101,136,,,1639000,15.24,,,,,1927,
"Walk",107,180,,,1946000,15.24,,,,,2881,
"Walk",100,133,,,1843000,21.34,,,,,1736,
"Walk",109,112,,,1127000,30.48,,,,,1648,
"Walk",107,95,,,973000,0,,,,,1268,
"Treadmill",136,263,2.91,"Kilometer",1810000,9.45,,,,5.8,3652,
"Run",170,305,,,1638000,6.1,,,,,3309,
"Walk",118,106,,,1076000,15.24,,,,,1287,
"Treadmill",155,229,2.57,"Kilometer",1322000,9.75,,,,6.99,2984,
"Walk",132,128,,,973000,45.72,,,,,1677,
"Walk",113,308,,,2816000,60.96,,,,,4713,
"Walk",120,145,,,1280000,15.24,,,,,2221,
"Walk",115,175,,,1639000,36.58,,,,,2541,
"Treadmill",166,147,1.65,"Kilometer",764000,2.44,,,,7.82,1819,
"Walk",127,144,,,1126000,24.38,,,,,1800,
"Treadmill",163,367,3.96,"Kilometer",2017000,0.61,,,,6.95,4442,
"Walk",122,101,,,973000,6.1,,,,,1156,
"Walk",106,120,,,1383000,24.38,,,,,1769,
"Walk",108,144,,,1383000,21.34,,,,,2287,
"Walk",117,99,,,921000,9.14,,,,,1584,
"Walk",125,201,,,1690000,30.48,,,,,3002,
"Skiing",102,2069,4.14,"Kilometer",19800000,21.34,4779.03,,,0.75,5883,
"Cross Country Skiing",109,702,7,"Kilometer",6600000,,,,,3.82,8081,
"Cross Country Skiing",108,302,7.7,"Kilometer",3431000,,,,,8.08,3803,
"Walk",109,88,,,922000,6.1,,,,,1273,
"Walk",117,364,,,3379000,12.19,,,,,6428,
"Walk",104,297,,,3124000,21.34,,,,,5269,
"Walk",136,197,,,1332000,13.11,,,,,2121,
"Treadmill",156,119,1.4,"Kilometer",697000,3.35,,,,7.27,1591,
"Walk",132,161,,,1229000,39.62,,,,,1944,
"Walk",114,98,,,1024000,9.14,,,,,1302,
"Walk",115,87,,,922000,9.14,,,,,1057,
"Yoga",94,337,,,4500000,,,,,,407,
"Circuit Training",151,323,,,3600000,,,,,,1073,
"Walk",117,111,,,1127000,21.34,,,,,1408,
"Walk",120,109,,,922000,18.29,,,,,1518,
"Treadmill",171,408,4.14,"Kilometer",2046000,8.53,,,,7.28,4713,
"Circuit Training",169,425,,,3441000,,,,,,1103,
"Walk",106,121,,,1485000,12.19,,,,,1770,
"Walk",104,131,,,1434000,12.19,,,,,2236,
"Circuit Training",162,552,,,3157000,16.76,,,,,2314,
"Walk",122,223,,,1946000,15.24,,,,,3623,
"Walk",127,245,,,1946000,57.91,,,,,3430,
"Walk",117,163,,,1587000,21.34,,,,,2047,
"Run",177,356,,,1485000,0,,,,,3584,
"Walk",103,162,,,1484000,9.14,,,,,1854,
"Walk",101,162,,,1536000,9.14,,,,,1745,
"Walk",93,92,,,1024000,6.1,,,,,785,
"Run",171,471,6.26,"Kilometer",2087000,0,332.83,,,10.82,5254,
"Walk",99,177,,,1638000,36.58,,,,,1872,
"Walk",92,159,,,1331000,15.24,,,,,2289,
"Run",172,446,6.22,"Kilometer",2017000,0,318,,,11.32,5109,
"Walk",106,173,,,1485000,39.62,,,,,1691,
"Run",169,267,3.71,"Kilometer",1196000,0,321.27,,,11.21,3048,
"Run",175,454,,,1997000,0,,,,,5060,
"Run",106,12,0.12,"Kilometer",99000,0.32,797.49,,,4.51,160,
"Walk",104,116,,,1075000,9.14,,,,,1428,
"Run",170,344,4.49,"Kilometer",1548000,0,344.41,,,10.45,3841,
"Walk",122,122,,,1024000,0,,,,,1111,
"Walk",109,132,,,1024000,15.24,,,,,1585,
"Walk",102,235,,,2099000,30.48,,,,,2990,
"Walk",97,188,,,1690000,27.43,,,,,2669,
"Walk",103,199,,,1639000,24.38,,,,,2616,
"Walk",115,260,,,1946000,18.29,,,,,2913,
"Walk",104,271,,,2458000,24.38,,,,,2959,
"Walk",111,167,,,1332000,42.67,,,,,1854,
"Walk",103,428,,,4096000,48.77,,,,,5051,
"Walk",96,156,,,1638000,27.43,,,,,1834,
"Run",162,379,,,1843000,0,,,,,4552,
"Walk",126,141,,,1024000,3.05,,,,,1047,
"Walk",97,139,,,1434000,15.24,,,,,1521,
"Walk",96,118,,,1331000,6.1,,,,,1296,
"Walk",94,105,,,1127000,6.1,,,,,1167,
"Walk",101,101,,,973000,3.05,,,,,1220,
"Run",175,301,,,1332000,0,,,,,3282,
"Walk",105,145,,,1126000,18.29,,,,,1895,
"Walk",106,176,,,1588000,76.2,,,,,1750,
"Walk",101,125,,,1127000,33.53,,,,,1553,
"Walk",107,441,,,3738000,176.78,,,,,4351,
"Walk",106,310,,,2816000,42.67,,,,,4340,
"Run",174,294,,,1281000,0,,,,,3133,
"Walk",105,112,,,1126000,0,,,,,1169,
"Walk",100,247,,,2560000,18.29,,,,,2947,
"Walk",110,126,,,1075000,12.19,,,,,1644,
"Walk",101,154,,,1331000,15.24,,,,,2169,
"Walk",107,150,,,1280000,15.24,,,,,1908,
"Walk",99,93,,,922000,0,,,,,1235,
"Walk",99,247,,,2355000,6.1,,,,,3155,
"Walk",98,86,,,921000,0,,,,,898,
"Walk",99,206,,,2150000,0,,,,,2524,
"Walk",100,179,,,1894000,6.1,,,,,2040,
"Walk",95,124,,,1331000,3.05,,,,,1637,
"Walk",105,481,,,4557000,3.05,,,,,5521,
"Walk",113,268,,,2150000,9.14,,,,,3366,
"Walk",95,137,,,1485000,3.05,,,,,1537,
"Walk",104,289,,,2611000,21.34,,,,,3583,
"Walk",98,429,,,4864000,36.58,,,,,4539,
"Walk",99,116,,,1024000,3.05,,,,,1504,
"Walk",98,814,,,7527000,384.05,,,,,7672,
"Walk",104,555,,,5581000,39.62,,,,,6947,
"Walk",106,246,,,1946000,137.16,,,,,2427,
"Walk",105,180,,,1741000,18.29,,,,,2605,
"Walk",119,139,,,1126000,3.05,,,,,1577,
"Walk",117,146,,,1076000,9.14,,,,,1665,
"Walk",107,211,,,1946000,64.01,,,,,2457,
"Walk",112,223,,,1741000,6.1,,,,,3053,
"Walk",123,333,,,2560000,12.19,,,,,3062,
"Walk",106,105,,,921000,9.14,,,,,1246,
"Walk",100,263,,,2253000,33.53,,,,,3718,
"Walk",106,192,,,1997000,45.72,,,,,2140,
"Outdoor Bike",84,199,,,2765000,73.15,,,,,,
"Sport",102,126,,,1383000,,,,,,851,
"Sport",99,155,,,1741000,,,,,,1293,
"Sport",105,109,,,973000,,,,,,1176,
"Walk",100,109,,,1076000,30.48,,,,,1043,
"Walk",107,182,,,1587000,45.72,,,,,1974,
"Walk",98,197,,,2304000,9.14,,,,,2093,
"Walk",129,211,,,1383000,0,,,,,2466,
"Walk",104,194,,,1843000,36.58,,,,,1939,
"Walk",123,323,,,2407000,3.05,,,,,3357,
"Walk",98,173,,,1536000,42.67,,,,,1874,
"Walk",98,602,,,6349000,112.78,,,,,6715,
"Walk",118,364,,,2868000,6.1,,,,,3692,
"Walk",103,232,,,2355000,45.72,,,,,2452,
"Walk",107,144,,,1229000,24.38,,,,,1962,
"Walk",143,254,,,1485000,0,,,,,2787,
"Walk",95,109,,,1177000,12.19,,,,,1144,
"Walk",103,796,,,7015000,207.26,,,,,11244,
"Walk",99,392,,,3840000,118.87,,,,,5125,
"Walk",99,872,,,7936000,262.13,,,,,11922,
"Walk",103,307,,,2611000,97.54,,,,,4258,
"Walk",102,531,,,4864000,128.02,,,,,6839,
"Walk",129,306,,,2150000,6.1,,,,,2958,
"Run",154,287,4.16,"Kilometer",1876000,3.35,436.49,,,8.25,4739,
"Walk",101,86,,,1177000,9.14,,,,,1104,
"Walk",106,85,,,973000,54.86,,,,,1286,
"Walk",,14,,,922000,0,,,,,0,
"Walk",106,159,,,1382000,21.34,,,,,2007,
"Walk",101,110,,,1178000,18.29,,,,,1163,
"Walk",99,78,,,922000,15.24,,,,,815,
"Outdoor Bike",120,160,,,1331000,3.05,,,,,,
"Walk",101,260,,,2867000,15.24,,,,,2677,
"Sport",105,140,,,1433000,,,,,,1529,
"Walk",104,166,,,1638000,76.2,,,,,1866,
"Outdoor Bike",85,52,,,1075000,0,,,,,,
"Walk",97,93,,,1178000,3.05,,,,,1110,
"Walk",105,244,,,1997000,27.43,,,,,2141,
"Walk",102,162,,,1383000,3.05,,,,,1388,
"Walk",112,480,,,3380000,134.11,,,,,4146,
"Walk",97,384,,,3636000,24.38,,,,,3182,
"Walk",103,175,,,1536000,6.1,,,,,1623,
"Walk",94,93,,,973000,6.1,,,,,646,
"Walk",106,130,,,922000,0,,,,,1215,
"Walk",100,202,,,1638000,24.38,,,,,1595,
"Walk",108,185,,,1280000,36.58,,,,,1943,
"Sport",107,131,,,921000,,,,,,1272,
"Walk",104,128,,,1075000,24.38,,,,,1000,
"Sport",110,224,,,1485000,,,,,,2318,
"Walk",107,265,,,1844000,48.77,,,,,2948,
"Walk",97,203,,,1741000,3.05,,,,,2089,
"Walk",103,312,,,2508000,12.19,,,,,3075,
"Walk",109,146,,,1024000,0,,,,,1680,
"Walk",104,145,,,1075000,3.05,,,,,1546,
"Walk",97,189,,,1741000,0,,,,,1998,
"Walk",101,530,,,4505000,9.14,,,,,4839,
"Walk",105,125,,,973000,3.05,,,,,1376,
"Walk",103,256,,,2151000,39.62,,,,,2300,
"Walk",106,165,,,1280000,64.01,,,,,1546,
"Walk",91,371,,,3994000,12.19,,,,,3047,
"Walk",111,161,,,1024000,21.34,,,,,1161,
"Walk",102,140,,,1229000,6.1,,,,,1055,
"Walk",101,210,,,1895000,24.38,,,,,1846,
"Walk",99,453,,,3891000,54.86,,,,,3752,
"Run",146,306,3.4,"Kilometer",1314000,2.13,391.03,,,9.21,3223,
"Outdoor Bike",119,424,,,2509000,0,,,,,,
"Outdoor Bike",94,164,,,1741000,0,,,,,,
"Sport",122,243,,,1484000,,,,,,1999,
"Run",165,400,4.56,"Kilometer",1531000,1.52,334.73,,,10.76,4080,
"Outdoor Bike",116,768,,,4864000,3.05,,,,,,
"Walk",97,253,,,2099000,33.53,,,,,2758,
"Outdoor Bike",113,926,,,5942000,6.1,,,,,,
"Run",150,494,6.2,"Kilometer",2295000,153.31,336.85,,,10.69,5561,
"Walk",91,100,,,1076000,18.29,,,,,902,
"Walk",103,224,,,1741000,39.62,,,,,2832,
"Walk",159,298,,,1485000,21.34,,,,,2532,
"Walk",115,174,,,1229000,21.34,,,,,1677,
"Walk",112,286,,,2202000,27.43,,,,,2843,
"Walk",110,194,,,1452000,12.19,,,,,2423,
"Walk",92,195,,,1580000,21.34,,,,,2583,
"Walk",100,204,,,1638000,27.43,,,,,2668,
"Walk",101,207,,,1690000,27.43,,,,,2611,
"Walk",114,210,,,1536000,24.38,,,,,2708,
"Treadmill",154,320,4.39,"Kilometer",2400000,1.52,,,,9.75,4208,
"Walk",111,209,,,1536000,24.38,,,,,2559,
"Walk",108,183,,,1332000,24.38,,,,,2422,
"Walk",97,153,,,1280000,15.24,,,,,2093,
"Walk",97,154,,,1280000,3.05,,,,,2176,
"Walk",106,162,,,1690000,30.48,,,,,1761,
"Walk",108,146,,,1178000,0,,,,,2033,
"Walk",107,155,,,1331000,0,,,,,1902,
"Walk",119,130,,,922000,6.1,,,,,1367,
"Walk",95,136,,,1229000,6.1,,,,,1866,
"Walk",112,233,,,1792000,3.05,,,,,2997,
"Walk",111,508,,,4045000,3.05,,,,,6092,
