date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency
2023-09-23 17:41:00.000,Recharge,utilities,Savings Bank,177.4,MKD,expense,,,,,
2023-09-23 07:47:07.440,Adjust balance,balance_adjustment,Savings Bank,0.22,EUR,expense,,,,,
2023-09-23 07:46:26.771,Adjust balance,balance_adjustment,Cash,0.44,EUR,expense,,,,,
2023-09-23 07:45:21.172,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-23 07:45:13.516,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-09-23 07:23:40.225,person_b,peer_transfer,Savings Bank,0.56,EUR,expense,,,,,
2023-09-22 08:11:20.220,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-21 14:31:56.001,Advance,other_income,Savings Bank,2055.48,MKD,income,,,,,
2023-09-20 09:44:37.871,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-09-19 03:48:45.758,Prints,education,Savings Bank,0.06,EUR,expense,,,,,
2023-09-19 03:48:37.082,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-19 03:48:30.961,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-09-18 13:48:03.901,Parking,parking,Cash,0.28,EUR,expense,,,,,
2023-09-16 07:43:22.684,Snacks,food_drink,Savings Bank,20.55,MKD,expense,,,,,
2023-09-15 07:42:00.000,Pastry,food_drink,Cash,1.11,EUR,expense,,,,,
2023-09-15 07:28:22.793,Transport,transport,Cash,0.5,EUR,expense,,,,,
2023-09-15 07:28:00.752,Bus incident,transfer,Savings Bank,0.24,USD,transfer,0.24,USD,Cash,0.24,USD
2023-09-15 07:06:00.000,Snacks,other_income,Savings Bank,0.33,EUR,income,,,,,
2023-09-15 07:06:00.000,Drink,food_drink,Savings Bank,0.11,EUR,expense,,,,,
2023-09-15 07:05:00.000,Snacks,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2023-09-14 14:59:36.598,Adjust balance,balance_adjustment,Cash,6.85,MKD,expense,,,,,
2023-09-14 14:58:22.536,Adjust balance,balance_adjustment,Savings Bank,0.33,EUR,expense,,,,,
2023-09-14 14:55:20.289,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-09-14 03:08:50.790,person_c,peer_transfer,Savings Bank,0.67,USD,expense,,,,,
2023-09-14 03:08:38.780,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-09-13 03:09:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-11 19:11:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-11 04:50:42.916,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-09-11 04:50:30.609,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-10 04:50:00.000,Snacks,food_drink,Savings Bank,1.56,EUR,expense,,,,,
2023-09-09 11:42:29.034,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-08 12:21:51.428,Withdraw,transfer,Savings Bank,5.56,EUR,transfer,5.56,EUR,Cash,5.56,EUR
2023-09-08 09:44:49.580,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-09-08 03:30:38.336,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-09-07 16:10:20.510,Snacks,food_drink,Cash,0.33,EUR,expense,,,,,
2023-09-06 02:53:31.674,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-09-06 02:53:22.262,Adjust balance,balance_adjustment,Cash,0.22,EUR,expense,,,,,
2023-09-06 02:53:13.885,Adjust balance,balance_adjustment,Savings Bank,11.56,EUR,income,,,,,
2023-08-23 03:22:20.429,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-08-22 03:55:32.936,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-21 12:24:39.732,Pass,other,Cash,4.78,EUR,expense,,,,,
2023-08-21 11:59:41.003,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-21 11:59:31.716,Bus,transport,Cash,0.33,EUR,expense,,,,,
2023-08-21 11:59:25.029,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-21 11:59:18.751,Add,balance_adjustment,Cash,0.56,EUR,income,,,,,
2023-08-18 12:21:05.023,person_b,peer_transfer,Cash,0.11,EUR,expense,,,,,
2023-08-18 03:45:15.170,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-18 03:00:38.253,Pocket Money,family_support,Cash,6.67,EUR,income,,,,,
2023-08-18 03:00:24.246,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-08-17 06:27:50.681,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-17 03:01:00.000,Stickers,shopping,Savings Bank,13.7,MKD,expense,,,,,
2023-08-16 17:23:31.644,Stationary,education,Savings Bank,0.56,EUR,expense,,,,,
2023-08-16 17:22:57.562,Juice,food_drink,Savings Bank,0.44,EUR,expense,,,,,
2023-08-16 17:22:40.831,person_i payback,other_income,Savings Bank,0.56,EUR,income,,,,,
2023-08-16 17:21:56.218,Samosa,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2023-08-16 03:56:23.102,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-16 01:30:57.325,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-08-16 01:30:53.217,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-08-15 01:31:00.000,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-08-14 11:41:09.051,Bus,transport,Cash,0.12,USD,expense,,,,,
2023-08-14 11:41:00.721,Juice,food_drink,Savings Bank,0.17,EUR,expense,,,,,
2023-08-14 11:40:29.655,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-12 03:04:16.418,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-08-11 02:23:00.000,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-08-10 01:00:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-09 10:11:01.692,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-08-08 13:26:28.313,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-08-08 03:45:00.000,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-08-07 13:27:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-08-05 07:31:26.364,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-08-05 07:31:12.973,Auto,transport,Cash,0.44,EUR,expense,,,,,
2023-08-04 18:25:31.566,Snacks,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-08-04 13:58:29.716,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-08-02 07:21:44.095,Computer stuff,shopping,Savings Bank,5.22,EUR,expense,,,,,
2023-07-31 11:50:01.801,person_i,other,Savings Bank,0.12,USD,expense,,,,,
2023-07-31 07:19:06.638,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-07-31 03:03:09.712,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-07-29 14:13:08.456,Shawarma,food_drink,Savings Bank,82.19,MKD,expense,,,,,
2023-07-28 15:05:24.026,Adjust balance,balance_adjustment,Cash,0.33,EUR,expense,,,,,
2023-07-28 05:58:44.561,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-07-28 05:38:02.624,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-07-27 10:22:06.462,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-07-24 16:09:23.521,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-07-23 06:55:40.729,person_b,peer_transfer,Cash,0.24,USD,expense,,,,,
2023-07-22 06:01:00.000,Something,other,Savings Bank,0.06,EUR,expense,,,,,
2023-07-21 15:34:14.642,Recharge,utilities,Savings Bank,177.4,MKD,expense,,,,,
2023-07-19 02:56:14.234,Adjust balance,balance_adjustment,Cash,0.11,EUR,expense,,,,,
2023-07-19 02:55:50.783,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-07-18 12:50:33.225,Pocket money,family_support,Savings Bank,11.11,EUR,income,,,,,
2023-07-18 12:50:17.986,Curd,food_drink,Savings Bank,0.53,EUR,expense,,,,,
2023-07-14 15:04:43.725,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-07-14 14:24:00.000,Snacks,food_drink,Savings Bank,0.89,EUR,expense,,,,,
2023-07-13 19:04:18.558,Adjust balance,balance_adjustment,Savings Bank,0.11,EUR,expense,,,,,
2023-07-13 19:03:25.820,Adjust balance,balance_adjustment,Metro Card,1.06,EUR,expense,,,,,
2023-07-13 18:05:21.961,🖊️,other,Savings Bank,0.11,EUR,expense,,,,,
2023-07-12 12:30:17.265,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-07-12 12:29:43.822,Juice,food_drink,Cash,0.24,USD,expense,,,,,
2023-07-12 12:29:31.596,Snacks,food_drink,Savings Bank,0.56,EUR,expense,,,,,
2023-07-12 12:29:17.648,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-07-10 11:56:25.016,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-07-05 11:40:48.962,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-07-05 03:13:37.014,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-07-04 02:56:22.663,Pen,education,Savings Bank,6.85,MKD,expense,,,,,
2023-06-12 18:05:00.000,person_i,other,Savings Bank,0.22,EUR,expense,,,,,
2023-06-11 10:05:00.000,family_member_b,peer_transfer,Savings Bank,7876.71,MKD,expense,,,,,
2023-06-10 10:03:00.000,Book,education,Savings Bank,2,EUR,expense,,,,,
2023-06-10 04:04:00.000,Salary,salary,Savings Bank,5479.45,MKD,income,,,,,
2023-06-10 03:21:34.716,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-06-09 13:23:56.829,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-06-09 03:44:35.554,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-06-09 02:53:59.302,family_member_b,peer_transfer,Cash,0.56,EUR,expense,,,,,
2023-06-08 03:49:50.091,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-06-07 15:20:03.899,Juice,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-06-07 15:19:49.292,Exam fees,education,Savings Bank,8.89,EUR,expense,,,,,
2023-06-07 04:21:48.834,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-06-07 04:21:35.377,Record books,education,Savings Bank,4,EUR,expense,,,,,
2023-06-06 18:02:03.074,person_b,transfer,Savings Bank,1.89,EUR,transfer,1.89,EUR,Cash,1.89,EUR
2023-06-06 18:01:41.671,Adjust,balance_adjustment,Cash,0.67,EUR,expense,,,,,
2023-06-06 18:01:18.614,Adjust,balance_adjustment,Cash,1.11,EUR,expense,,,,,
2023-06-06 04:14:57.334,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-06-05 13:00:00.000,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-06-05 12:30:00.000,Juice,food_drink,Savings Bank,0.11,EUR,expense,,,,,
2023-06-05 12:30:00.000,Snacks,food_drink,Savings Bank,0.28,EUR,expense,,,,,
2023-06-05 03:16:08.866,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-06-04 18:47:36.659,Adjust,balance_adjustment,Savings Bank,0.44,EUR,expense,,,,,
2023-06-03 11:48:00.000,Juice,food_drink,Savings Bank,13.7,MKD,expense,,,,,
2023-06-03 08:04:55.844,Juice,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-06-02 12:14:12.385,Bus,transport,Cash,0.36,USD,expense,,,,,
2023-06-01 12:20:58.789,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-06-01 04:20:00.000,Medic,health,Savings Bank,0.59,EUR,expense,,,,,
2023-05-31 13:02:43.008,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-05-31 04:17:20.895,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-05-30 03:39:15.249,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-05-30 03:39:06.540,family_member_b,peer_transfer,Cash,0.11,EUR,expense,,,,,
2023-05-29 11:50:56.495,Juice,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-05-29 03:36:54.746,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-05-28 15:28:02.300,Adjust,balance_adjustment,Cash,0.08,EUR,income,,,,,
2023-05-28 15:27:48.969,Adjust,balance_adjustment,Cash,1.7,EUR,income,,,,,
2023-05-28 15:13:59.660,Suit,shopping,Savings Bank,38.88,EUR,expense,,,,,
2023-05-27 04:47:59.367,Breakfast,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-05-26 06:05:40.130,family_member_a payback,peer_transfer,Savings Bank,15.56,EUR,expense,,,,,
2023-05-25 11:24:27.236,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-05-25 11:24:15.787,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-05-24 10:29:10.540,Juice,food_drink,Savings Bank,0.3,USD,expense,,,,,
2023-05-24 10:28:56.973,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-05-23 13:28:23.128,Auto+Bus,transport,Cash,0.56,EUR,expense,,,,,
2023-05-23 03:57:00.000,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-05-23 03:00:20.601,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-05-23 02:26:57.406,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-05-21 20:27:42.687,Recharge,utilities,Savings Bank,177.4,MKD,expense,,,,,
2023-05-20 17:08:02.623,person_g paid,other_income,Savings Bank,102.74,MKD,income,,,,,
2023-05-20 17:07:32.488,Snacks,food_drink,Savings Bank,1.11,EUR,expense,,,,,
2023-05-20 08:15:26.239,Ice cream,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-05-20 08:15:03.308,OGT paid,other_income,Savings Bank,1369.86,MKD,income,,,,,
2023-05-20 04:42:19.438,person_b,peer_transfer,Cash,0.11,EUR,expense,,,,,
2023-05-19 13:28:16.140,Bus pass,transport,Cash,4.78,EUR,expense,,,,,
2023-05-19 13:28:02.540,Withdraw,transfer,Savings Bank,5.56,EUR,transfer,5.56,EUR,Cash,5.56,EUR
2023-05-18 13:29:54.579,Ice cream,food_drink,Savings Bank,0.83,EUR,expense,,,,,
2023-05-18 13:29:36.443,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2023-05-18 09:46:00.000,Snacks,food_drink,Cash,0.33,EUR,expense,,,,,
2023-05-18 09:45:00.000,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-05-18 09:45:00.000,Withdraw,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Cash,2.22,EUR
2023-05-17 01:40:00.000,Bus,transport,Cash,0.36,USD,expense,,,,,
2023-05-16 15:04:00.000,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-05-16 14:01:02.385,Snacks,food_drink,Cash,0.33,EUR,expense,,,,,
2023-05-14 14:22:54.727,Adjust,balance_adjustment,Cash,0.36,USD,income,,,,,
2023-05-14 05:12:00.000,person_c payUp,peer_transfer,Savings Bank,432.19,MKD,expense,,,,,
2023-05-13 14:16:00.000,Payment,other_income,Savings Bank,5479.45,MKD,income,,,,,
2023-05-13 14:15:00.000,Juice,food_drink,Savings Bank,27.4,MKD,expense,,,,,
2023-05-13 14:15:00.000,Juice,food_drink,Savings Bank,6.85,MKD,expense,,,,,
2023-05-13 06:28:00.000,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-05-12 03:30:17.477,Auto,transport,Savings Bank,0.24,USD,expense,,,,,
2023-05-11 03:30:00.000,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-05-10 17:28:47.675,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-05-10 17:28:31.997,Snacks,food_drink,Cash,0.17,EUR,expense,,,,,
2023-05-09 10:50:44.097,Bus: RtG,transport,Cash,0.11,EUR,expense,,,,,
2023-05-09 04:11:00.000,Bus,transport,Cash,0.12,USD,expense,,,,,
2023-05-08 18:09:26.912,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-05-08 04:40:28.771,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-05-07 18:26:42.987,Snack,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-05-06 04:32:04.945,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-05-06 04:31:50.149,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-05-05 16:47:04.845,Stonks Return,investment_income,Savings Bank,34.54,MKD,income,,,,,
2023-05-05 09:19:22.941,person_i,other_income,Cash,27.4,MKD,income,,,,,
2023-05-05 09:19:02.128,Bonda,food_drink,Savings Bank,0.78,EUR,expense,,,,,
2023-05-04 04:35:17.739,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-05-03 18:12:04.495,RtA,transport,Metro Card,23.97,MKD,expense,,,,,
2023-05-03 18:11:48.626,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-05-03 18:11:15.950,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-05-03 03:11:23.997,Withdraw,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Cash,2.22,EUR
2023-05-02 15:19:23.832,Glasses,health,Savings Bank,3.42,MKD,expense,,,,,
2023-05-02 15:19:05.941,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-05-02 03:28:33.128,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-05-01 15:51:41.472,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-05-01 03:35:26.574,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-04-29 20:38:00.000,family_member_a,peer_transfer,Savings Bank,17.78,EUR,expense,,,,,
2023-04-29 04:36:18.911,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-04-28 18:05:46.094,family_member_a,family_support,Cash,1.11,EUR,income,,,,,
2023-04-28 18:05:24.511,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-04-28 18:05:12.294,Bus: RtG,transport,Cash,0.11,EUR,expense,,,,,
2023-04-28 18:04:53.428,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-04-28 10:25:37.433,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-04-28 10:25:25.543,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-04-28 10:25:16.491,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-04-27 13:04:44.625,Ice cream,food_drink,Savings Bank,1.09,EUR,expense,,,,,
2023-04-27 13:04:24.531,Water,food_drink,Savings Bank,0.36,USD,expense,,,,,
2023-04-27 13:03:59.049,Fried rice,food_drink,Cash,0.89,EUR,expense,,,,,
2023-04-27 13:03:46.473,Goli soda,food_drink,Savings Bank,0.54,EUR,expense,,,,,
2023-04-27 06:59:00.000,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-04-27 06:18:43.826,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-04-26 16:19:30.311,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2023-04-26 13:36:29.167,Juice,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-04-26 06:42:00.000,family_member_a sent,family_support,Savings Bank,33.33,EUR,income,,,,,
2023-04-26 06:32:33.046,Bus: RtG,transport,Cash,0.11,EUR,expense,,,,,
2023-04-26 06:32:09.979,BtR,transport,Metro Card,0.44,EUR,expense,,,,,
2023-04-26 04:44:51.810,Metro Recharge,other_income,Metro Card,2.22,EUR,income,,,,,
2023-04-26 04:44:42.132,Metro recharge,transport,Savings Bank,2.22,EUR,expense,,,,,
2023-04-25 15:20:23.634,RtA,transport,Metro Card,0.35,EUR,expense,,,,,
2023-04-25 15:08:52.646,Burger AM,food_drink,Savings Bank,1.1,EUR,expense,,,,,
2023-04-25 11:42:32.690,Bus: RtG,transport,Cash,0.11,EUR,expense,,,,,
2023-04-25 11:42:19.774,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-04-25 06:54:00.000,Stonks return,investment_income,Savings Bank,1.45,EUR,income,,,,,
2023-04-24 15:42:02.351,RtA,transport,Metro Card,0.35,EUR,expense,,,,,
2023-04-24 14:52:19.390,Bus: GtR,transport,Cash,0.11,EUR,expense,,,,,
2023-04-24 12:47:55.727,SQ bands,other,Cash,0.06,EUR,expense,,,,,
2023-04-24 12:47:34.484,Bus: RtG,transport,Cash,0.11,EUR,expense,,,,,
2023-04-24 12:47:18.442,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-04-24 10:12:24.068,Water,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-04-24 09:13:25.670,Frooti,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-04-24 07:16:21.496,Water,food_drink,Cash,20.55,MKD,expense,,,,,
2023-04-24 06:53:00.000,FAC,other,Savings Bank,0.36,USD,expense,,,,,
2023-04-24 06:03:29.520,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-04-23 13:50:23.357,Shirt,shopping,Savings Bank,513.7,MKD,expense,,,,,
2023-04-23 06:49:00.000,TO TRANSFER INSUFFICIENT BAL POS DECLINE CHARGE,financial,Savings Bank,0.26,EUR,expense,,,,,
2023-04-22 17:59:20.492,person_h payup,other_income,Savings Bank,17.23,EUR,income,,,,,
2023-04-22 10:39:20.483,Mobile,utilities,Savings Bank,2.88,EUR,expense,,,,,
2023-04-22 07:48:32.170,Stonks,financial,Savings Bank,89.04,MKD,expense,,,,,
2023-04-22 07:15:50.741,Change,other_income,Cash,0.08,EUR,income,,,,,
2023-04-22 07:13:49.341,person_c returns,refund,Savings Bank,3.33,EUR,income,,,,,
2023-04-22 07:01:43.200,Init,balance_adjustment,Metro Card,1.54,EUR,income,,,,,
2023-04-22 06:59:50.288,Init,balance_adjustment,Savings Bank,2414.91,MKD,income,,,,,
2023-04-22 06:58:13.959,Init,balance_adjustment,Cash,2.78,EUR,income,,,,,
