input,mediaType,title,rating,favorite,timeOffset
book the girl with all the gifts 3 stars,book,The Girl with All the Gifts,6,False,PT0M
novel 1st to die 6 loved,book,1st to Die,6,True,PT0M
read shakespeare: the world as stage 4 stars,book,Shakespeare: The World as Stage,8,False,PT0M
novel between the world and me 10 fav 15d ago,book,Between the World and Me,10,True,-P15D
finished ugly love 5 stars,book,Ugly Love,10,False,PT0M
finished the lorax 4 stars,book,The Lorax,8,False,PT0M
book heart of darkness and the secret sharer 4 stars fav,book,Heart of Darkness and The Secret Sharer,8,True,PT0M
read feet of clay 4 stars,book,Feet of Clay,8,False,PT0M
finished the lost wife 8/10 -22h,book,The Lost Wife,8,False,-PT22H
finished and then there were none 6/10 5d ago,book,And Then There Were None,6,False,-P5D
read the queen of the damned 3 stars,book,The Queen of the Damned,6,False,PT0M
finished neuromancer 3 stars,book,Neuromancer,6,False,PT0M
read runaway 3 stars heart -25d,book,Runaway,6,True,-P25D
book the hero with a thousand faces 6/10 heart,book,The Hero With a Thousand Faces,6,True,PT0M
finished the kite runner 8/10 -16d,book,The Kite Runner,8,False,-P16D
read the green mile 5 stars,book,The Green Mile,10,False,PT0M
novel addicted 8 21 days ago,book,Addicted,8,False,-P21D
finished atonement 5 stars,book,Atonement,10,False,PT0M
book rebel angels 2 stars heart 10 days ago,book,Rebel Angels,4,True,-P10D
finished gone girl 6/10 24d ago,book,Gone Girl,6,False,-P24D
read a clash of kings 8 favorite,book,A Clash of Kings,8,True,PT0M
finished northanger abbey 2 stars,book,Northanger Abbey,4,False,PT0M
read the curious incident of the dog in the night-time 8/10,book,The Curious Incident of the Dog in the Night-Time,8,False,PT0M
finished the eyre affair 10/10 fav,book,The Eyre Affair,10,True,PT0M
finished winter moon 6/10,book,Winter Moon,6,False,PT0M
novel enchanters' end game 4 stars,book,Enchanters' End Game,8,False,PT0M
book the black stallion 8 loved,book,The Black Stallion,8,True,PT0M
novel the piano teacher 4 stars,book,The Piano Teacher,8,False,PT0M
read l.a. candy 6 -8h,book,L.A. Candy,6,False,-PT8H
read the middlesteins 8,book,The Middlesteins,8,False,PT0M
finished behind the scenes at the museum 5 stars favourite,book,Behind the Scenes at the Museum,10,True,PT0M
book solaris 8/10,book,Solaris,8,False,PT0M
novel friction 8,book,Friction,8,False,PT0M
read wonder boys 8 24d ago,book,Wonder Boys,8,False,-P24D
novel the golden compass 8/10 5 hours ago,book,The Golden Compass,8,False,-PT5H
finished the princess and the goblin 10,book,The Princess and the Goblin,10,False,PT0M
finished a thousand boy kisses 5 stars,book,A Thousand Boy Kisses,10,False,PT0M
book the giver 5 stars 19 hours ago,book,The Giver,10,False,-PT19H
book the circle 6 -9h,book,The Circle,6,False,-PT9H
read monday mourning 3 stars,book,Monday Mourning,6,False,PT0M
finished colorless tsukuru tazaki and his years of pilgrimage 4 stars,book,Colorless Tsukuru Tazaki and His Years of Pilgrimage,8,False,PT0M
book the hitchhiker's guide to the galaxy 6 21 days ago,book,The Hitchhiker's Guide to the Galaxy,6,False,-P21D
finished animal farm 8/10 heart,book,Animal Farm,8,True,PT0M
finished the thorn birds 10,book,The Thorn Birds,10,False,PT0M
finished prince caspian 5 stars loved,book,Prince Caspian,10,True,PT0M
finished gone girl 8 fav 22 hours ago,book,Gone Girl,8,True,-PT22H
read the diary of a young girl 4,book,The Diary of a Young Girl,4,False,PT0M
novel shattered 1 star,book,Shattered,2,False,PT0M
read red storm rising 8/10,book,Red Storm Rising,8,False,PT0M
"novel in a dark, dark wood 2 stars 19d ago",book,"In a Dark, Dark Wood",4,False,-P19D
book i know this much is true 10 1 hour ago,book,I Know This Much Is True,10,False,-PT1H
book the amber spyglass 4 stars favorite 16h ago,book,The Amber Spyglass,8,True,-PT16H
book half the world 8,book,Half the World,8,False,PT0M
book crash & burn 8 -2h,book,Crash & Burn,8,False,-PT2H
novel the confession 4 stars -19h,book,The Confession,8,False,-PT19H
book night film 3 stars 13 days ago,book,Night Film,6,False,-P13D
finished the sicilian 5 stars 25 days ago,book,The Sicilian,10,False,-P25D
book disgrace 5 stars,book,Disgrace,10,False,PT0M
finished the truth seeker 8,book,The Truth Seeker,8,False,PT0M
read the boston girl 8,book,The Boston Girl,8,False,PT0M
finished up country 3 stars,book,Up Country,6,False,PT0M
finished tell the wolves i'm home 4 stars,book,Tell the Wolves I'm Home,8,False,PT0M
novel nw 1 star 27d ago,book,NW,2,False,-P27D
finished tinkers 4/10,book,Tinkers,4,False,PT0M
novel flowers for algernon 5 stars favourite 22 days ago,book,Flowers for Algernon,10,True,-P22D
novel lover awakened 5 stars,book,Lover Awakened,10,False,PT0M
read no country for old men 6/10 14 days ago,book,No Country for Old Men,6,False,-P14D
read the great gatsby 4 stars,book,The Great Gatsby,8,False,PT0M
novel the lovely bones 3 stars,book,The Lovely Bones,6,False,PT0M
read undead and unwed 4 favourite,book,Undead and Unwed,4,True,PT0M
finished magic study 8/10 21 days ago,book,Magic Study,8,False,-P21D
read fifty shades of grey 3 stars,book,Fifty Shades of Grey,6,False,PT0M
finished bridget jones: the edge of reason 6 7 days ago,book,Bridget Jones: The Edge of Reason,6,False,-P7D
read the human stain 5 stars,book,The Human Stain,10,False,PT0M
novel digital fortress 2 stars,book,Digital Fortress,4,False,PT0M
novel the serpent's shadow 4 stars,book,The Serpent's Shadow,8,False,PT0M
book state of fear 3 stars,book,State of Fear,6,False,PT0M
novel grave peril 10 -11h,book,Grave Peril,10,False,-PT11H
read the mephisto club 3 stars loved 12h ago,book,The Mephisto Club,6,True,-PT12H
book a wind in the door 4 stars,book,A Wind in the Door,8,False,PT0M
read sideways stories from wayside school 10,book,Sideways Stories from Wayside School,10,False,PT0M
novel the wrath of mulgarath 10/10,book,The Wrath of Mulgarath,10,False,PT0M
book the catcher in the rye 3 stars,book,The Catcher in the Rye,6,False,PT0M
finished a wrinkle in time 5 stars,book,A Wrinkle in Time,10,False,PT0M
"read fullmetal alchemist, vol. 1 10",book,"Fullmetal Alchemist, Vol. 1",10,False,PT0M
read wayward 5 stars 22 hours ago,book,Wayward,10,False,-PT22H
novel harry potter: film wizardry 5 stars -23d,book,Harry Potter: Film Wizardry,10,False,-P23D
read something blue 8/10 loved,book,Something Blue,8,True,PT0M
book from here to eternity 5 stars favourite,book,From Here to Eternity,10,True,PT0M
novel outlander 4 stars,book,Outlander,8,False,PT0M
book faking it 3 stars,book,Faking It,6,False,PT0M
book to kill a mockingbird 8,book,To Kill a Mockingbird,8,False,PT0M
book the complete persepolis 10 fav,book,The Complete Persepolis,10,True,PT0M
finished midnight in austenland 3 stars 27d ago,book,Midnight in Austenland,6,False,-P27D
book sister carrie 8/10 13 hours ago,book,Sister Carrie,8,False,-PT13H
novel the forgotten 10 26d ago,book,The Forgotten,10,False,-P26D
novel the hunger games 10 -28d,book,The Hunger Games,10,False,-P28D
"book ramona quimby, age 8 3 stars 18 days ago",book,"Ramona Quimby, Age 8",6,False,-P18D
book dune 4 stars,book,Dune,8,False,PT0M
finished mockingjay 8/10,book,Mockingjay,8,False,PT0M
read rules of civility 4 stars,book,Rules of Civility,8,False,PT0M
novel the 5th wave 5 stars -11h,book,The 5th Wave,10,False,-PT11H
book hallowe'en party 4 stars,book,Hallowe'en Party,8,False,PT0M
book who moved my cheese? 2 stars heart 10 hours ago,book,Who Moved My Cheese?,4,True,-PT10H
read go set a watchman 8 favorite,book,Go Set a Watchman,8,True,PT0M
finished royal assassin 5 stars,book,Royal Assassin,10,False,PT0M
finished the odyssey 4/10 heart,book,The Odyssey,4,True,PT0M
book cape fear 3 stars 25 days ago,book,Cape Fear,6,False,-P25D
read a prayer for owen meany 5 stars 29d ago,book,A Prayer for Owen Meany,10,False,-P29D
book forever in blue: the fourth summer of the sisterhood 6,book,Forever in Blue: The Fourth Summer of the Sisterhood,6,False,PT0M
novel the sun also rises 5 stars 11h ago,book,The Sun Also Rises,10,False,-PT11H
finished nutshell 8/10,book,Nutshell,8,False,PT0M
novel soul of the fire 6/10,book,Soul of the Fire,6,False,PT0M
finished ڤيرتيجو 8,book,ڤيرتيجو,8,False,PT0M
novel vampire academy 4/10 3d ago,book,Vampire Academy,4,False,-P3D
read the crown tower 5 stars,book,The Crown Tower,10,False,PT0M
book where she went 10/10 loved 15 days ago,book,Where She Went,10,True,-P15D
novel an abundance of katherines 4 stars,book,An Abundance of Katherines,8,False,PT0M
read preludes & nocturnes 8/10,book,Preludes & Nocturnes,8,False,PT0M
finished the book of mormon: another testament of jesus christ 1 star,book,The Book of Mormon: Another Testament of Jesus Christ,2,False,PT0M
novel the phantom tollbooth 10/10,book,The Phantom Tollbooth,10,False,PT0M
book the crimson campaign 4 stars,book,The Crimson Campaign,8,False,PT0M
read the darkest kiss 8 30 days ago,book,The Darkest Kiss,8,False,-P30D
read the summons 2 stars 4 hours ago,book,The Summons,4,False,-PT4H
"finished nana, vol. 1 10",book,"Nana, Vol. 1",10,False,PT0M
finished harry potter and the half-blood prince 3 stars 21h ago,book,Harry Potter and the Half-Blood Prince,6,False,-PT21H
novel xenocide 2 stars 19h ago,book,Xenocide,4,False,-PT19H
read the scarlet letter 4 stars heart,book,The Scarlet Letter,8,True,PT0M
novel exodus 8 22d ago,book,Exodus,8,False,-P22D
read down london road 3 stars 10 days ago,book,Down London Road,6,False,-P10D
book a new earth: awakening to your life's purpose 4 stars,book,A New Earth: Awakening to Your Life's Purpose,8,False,PT0M
finished petals on the wind 2 stars,book,Petals on the Wind,4,False,PT0M
read sputnik sweetheart 4/10,book,Sputnik Sweetheart,4,False,PT0M
novel the son of neptune 8,book,The Son of Neptune,8,False,PT0M
book marvel 1602 4 stars favourite,book,Marvel 1602,8,True,PT0M
novel fahrenheit 451 6,book,Fahrenheit 451,6,False,PT0M
finished the body in the library 6/10,book,The Body in the Library,6,False,PT0M
read world war z: an oral history of the zombie war 6,book,World War Z: An Oral History of the Zombie War,6,False,PT0M
finished the titan's curse 8/10,book,The Titan's Curse,8,False,PT0M
novel three to get deadly 3 stars 17 days ago,book,Three to Get Deadly,6,False,-P17D
book inkdeath 6,book,Inkdeath,6,False,PT0M
novel eclipse 8 2d ago,book,Eclipse,8,False,-P2D
finished anne's house of dreams 6/10,book,Anne's House of Dreams,6,False,PT0M
finished plain truth 4 stars,book,Plain Truth,8,False,PT0M
read the secret garden 3 stars,book,The Secret Garden,6,False,PT0M
novel the fault in our stars 10,book,The Fault in Our Stars,10,False,PT0M
book snow falling on cedars 10,book,Snow Falling on Cedars,10,False,PT0M
book night shift 8,book,Night Shift,8,False,PT0M
finished brain on fire: my month of madness 2 stars,book,Brain on Fire: My Month of Madness,4,False,PT0M
read island of the blue dolphins 8/10,book,Island of the Blue Dolphins,8,False,PT0M
finished artemis fowl 10,book,Artemis Fowl,10,False,PT0M
finished new moon 3 stars,book,New Moon,6,False,PT0M
novel fang 3 stars,book,Fang,6,False,PT0M
book things fall apart 8/10,book,Things Fall Apart,8,False,PT0M
novel suzanne's diary for nicholas 2/10,book,Suzanne's Diary for Nicholas,2,False,PT0M
"book the lion, the witch, and the wardrobe 6 -13h",book,"The Lion, the Witch, and the Wardrobe",6,False,-PT13H
novel the maze runner 5 stars,book,The Maze Runner,10,False,PT0M
novel trigger warning: short fictions and disturbances 8,book,Trigger Warning: Short Fictions and Disturbances,8,False,PT0M
read the other boleyn girl 10,book,The Other Boleyn Girl,10,False,PT0M
read blockade billy 4 stars,book,Blockade Billy,8,False,PT0M
finished the last battle 4 stars,book,The Last Battle,8,False,PT0M
finished the girl who played with fire 5 stars favourite,book,The Girl Who Played with Fire,10,True,PT0M
novel wolfsbane 4 stars -5h,book,Wolfsbane,8,False,-PT5H
book the gunslinger 4 stars,book,The Gunslinger,8,False,PT0M
novel the sweetness at the bottom of the pie 5 stars 13d ago,book,The Sweetness at the Bottom of the Pie,10,False,-P13D
book immortality 5 stars,book,Immortality,10,False,PT0M
novel the rise of nine 4 stars,book,The Rise of Nine,8,False,PT0M
read the woman upstairs 3 stars,book,The Woman Upstairs,6,False,PT0M
book why evolution is true 6 6 days ago,book,Why Evolution Is True,6,False,-P6D
novel animal farm 5 stars,book,Animal Farm,10,False,PT0M
"finished moo, baa, la la la! 10/10",book,"Moo, Baa, La La La!",10,False,PT0M
novel the burning room 3 stars 18d ago,book,The Burning Room,6,False,-P18D
read bossypants 4 stars -22h,book,Bossypants,8,False,-PT22H
read dandelion wine 8 4 days ago,book,Dandelion Wine,8,False,-P4D
read the scrapbook of frankie pratt 8,book,The Scrapbook of Frankie Pratt,8,False,PT0M
finished the witch of blackbird pond 10,book,The Witch of Blackbird Pond,10,False,PT0M
read shadow and bone 8/10,book,Shadow and Bone,8,False,PT0M
novel phantoms 3 stars heart,book,Phantoms,6,True,PT0M
novel the empty chair 10,book,The Empty Chair,10,False,PT0M
finished the name of the rose 6,book,The Name of the Rose,6,False,PT0M
finished washington square 8 favorite,book,Washington Square,8,True,PT0M
finished insomnia 8,book,Insomnia,8,False,PT0M
novel schindler's list 5 stars,book,Schindler's List,10,False,PT0M
finished one thousand gifts: a dare to live fully right where you are 2 stars,book,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4,False,PT0M
finished reaper's property 5 stars loved 2 days ago,book,Reaper's Property,10,True,-P2D
novel the bfg 10,book,The BFG,10,False,PT0M
book key of light 8/10,book,Key of Light,8,False,PT0M
read down and out in paris and london 10/10,book,Down and Out in Paris and London,10,False,PT0M
novel how to win friends and influence people 5 stars,book,How to Win Friends and Influence People,10,False,PT0M
read under the dome 6/10,book,Under the Dome,6,False,PT0M
read triptych 8 2 hours ago,book,Triptych,8,False,-PT2H
book lord brocktree 4 stars,book,Lord Brocktree,8,False,PT0M
read the lost hero 8/10 fav,book,The Lost Hero,8,True,PT0M
read angels & demons 8/10 favourite,book,Angels & Demons,8,True,PT0M
novel the sound and the fury 10/10 13 days ago,book,The Sound and the Fury,10,False,-P13D
finished a tree grows in brooklyn 10 -11d,book,A Tree Grows in Brooklyn,10,False,-P11D
book the legacy 10 favorite,book,The Legacy,10,True,PT0M
read lord of the flies 5 stars fav,book,Lord of the Flies,10,True,PT0M
read bridge of sighs 3 stars,book,Bridge of Sighs,6,False,PT0M
finished a million little pieces 8 favorite,book,A Million Little Pieces,8,True,PT0M
book the nanny diaries 4 stars 10 days ago,book,The Nanny Diaries,8,False,-P10D
book daring to dream 5 stars loved,book,Daring to Dream,10,True,PT0M
book the odyssey 10/10 -22d,book,The Odyssey,10,False,-P22D
finished the prodigal daughter 3 stars,book,The Prodigal Daughter,6,False,PT0M
novel daughter of the forest 3 stars 5 days ago,book,Daughter of the Forest,6,False,-P5D
novel the heretic's daughter 6 21 hours ago,book,The Heretic's Daughter,6,False,-PT21H
novel rosencrantz and guildenstern are dead 10,book,Rosencrantz and Guildenstern Are Dead,10,False,PT0M
book a dirty job 8/10 20d ago,book,A Dirty Job,8,False,-P20D
read because of winn-dixie 4 stars,book,Because of Winn-Dixie,8,False,PT0M
finished brave new world 4 stars,book,Brave New World,8,False,PT0M
finished the one and only ivan 5 stars,book,The One and Only Ivan,10,False,PT0M
read the bell jar 2 stars,book,The Bell Jar,4,False,PT0M
novel the good earth 4 stars,book,The Good Earth,8,False,PT0M
read a thousand splendid suns 2 stars loved,book,A Thousand Splendid Suns,4,True,PT0M
read the innocent man: murder and injustice in a small town 10 heart -5d,book,The Innocent Man: Murder and Injustice in a Small Town,10,True,-P5D
book the sneetches and other stories 6,book,The Sneetches and Other Stories,6,False,PT0M
book mockingjay 5 stars -12h,book,Mockingjay,10,False,-PT12H
novel thirteen reasons why 5 stars -13h,book,Thirteen Reasons Why,10,False,-PT13H
read all the light we cannot see 10/10,book,All the Light We Cannot See,10,False,PT0M
book the witches 4 stars,book,The Witches,8,False,PT0M
finished night mare 4 stars 20 hours ago,book,Night Mare,8,False,-PT20H
finished danny the champion of the world 8/10 2 hours ago,book,Danny the Champion of the World,8,False,-PT2H
novel m is for malice 10 6d ago,book,M is for Malice,10,False,-P6D
finished about a boy 4 stars,book,About a Boy,8,False,PT0M
book spells 8/10,book,Spells,8,False,PT0M
novel the tale of despereaux 8,book,The Tale of Despereaux,8,False,PT0M
read the art of war 4 stars loved,book,The Art of War,8,True,PT0M
novel where the heart is 8,book,Where the Heart Is,8,False,PT0M
read divine secrets of the ya-ya sisterhood 10,book,Divine Secrets of the Ya-Ya Sisterhood,10,False,PT0M
book caddie woodlawn 10 -15h,book,Caddie Woodlawn,10,False,-PT15H
finished holding the dream 8/10 12d ago,book,Holding the Dream,8,False,-P12D
novel in a sunburned country 8/10 -5d,book,In a Sunburned Country,8,False,-P5D
book lady windermere's fan 3 stars,book,Lady Windermere's Fan,6,False,PT0M
book a land more kind than home 3 stars,book,A Land More Kind Than Home,6,False,PT0M
novel marcelo in the real world 4 stars,book,Marcelo in the Real World,8,False,PT0M
read about a boy 10,book,About a Boy,10,False,PT0M
read holes 5 stars favourite,book,Holes,10,True,PT0M
novel the nanny diaries 6 heart,book,The Nanny Diaries,6,True,PT0M
finished best friends forever 4 stars loved,book,Best Friends Forever,8,True,PT0M
read the bridges of madison county 1 star loved 17d ago,book,The Bridges of Madison County,2,True,-P17D
book death masks 3 stars,book,Death Masks,6,False,PT0M
novel a moveable feast 10 loved,book,A Moveable Feast,10,True,PT0M
finished across the universe 8/10,book,Across the Universe,8,False,PT0M
read lord of the flies 6,book,Lord of the Flies,6,False,PT0M
finished harry potter and the prisoner of azkaban 8/10,book,Harry Potter and the Prisoner of Azkaban,8,False,PT0M
finished the thief lord 3 stars 23d ago,book,The Thief Lord,6,False,-P23D
read fairest 6/10 fav,book,Fairest,6,True,PT0M
book the handmaid's tale 6/10,book,The Handmaid's Tale,6,False,PT0M
finished unfinished tales of númenor and middle-earth 8 loved,book,Unfinished Tales of Númenor and Middle-Earth,8,True,PT0M
novel anne of green gables 10,book,Anne of Green Gables,10,False,PT0M
novel reconstructing amelia 10/10 10 hours ago,book,Reconstructing Amelia,10,False,-PT10H
book the glass palace 5 stars fav,book,The Glass Palace,10,True,PT0M
read twilight 6 favorite -8d,book,Twilight,6,True,-P8D
read interview with the vampire 5 stars,book,Interview with the Vampire,10,False,PT0M
book all creatures great and small 5 stars,book,All Creatures Great and Small,10,False,PT0M
finished beautiful chaos 10 favorite,book,Beautiful Chaos,10,True,PT0M
novel the cuckoo's calling 4 stars,book,The Cuckoo's Calling,8,False,PT0M
"book the other wes moore: one name, two fates 3 stars 3 days ago",book,"The Other Wes Moore: One Name, Two Fates",6,False,-P3D
read frankenstein 5 stars,book,Frankenstein,10,False,PT0M
read running blind 8/10 -8d,book,Running Blind,8,False,-P8D
"read come back, amelia bedelia 5 stars",book,"Come Back, Amelia Bedelia",10,False,PT0M
read operating instructions: a journal of my son's first year 10/10,book,Operating Instructions: A Journal of My Son's First Year,10,False,PT0M
novel landline 6/10,book,Landline,6,False,PT0M
novel the testament of mary 5 stars,book,The Testament of Mary,10,False,PT0M
finished the sweet gum tree 4 stars fav,book,The Sweet Gum Tree,8,True,PT0M
book anne of the island 10/10 favorite,book,Anne of the Island,10,True,PT0M
novel gerald's game 1 star,book,Gerald's Game,2,False,PT0M
book a redbird christmas 5 stars favourite,book,A Redbird Christmas,10,True,PT0M
book the voice of the night 4 stars favorite,book,The Voice of the Night,8,True,PT0M
finished sepulchre 10/10,book,Sepulchre,10,False,PT0M
read 11 birthdays 10,book,11 Birthdays,10,False,PT0M
read harry potter page to screen: the complete filmmaking journey 10/10 -25d,book,Harry Potter Page to Screen: The Complete Filmmaking Journey,10,False,-P25D
book big little lies 8,book,Big Little Lies,8,False,PT0M
read a storm of swords 10,book,A Storm of Swords,10,False,PT0M
book green eggs and ham 8/10,book,Green Eggs and Ham,8,False,PT0M
novel how to build a girl 6/10,book,How to Build a Girl,6,False,PT0M
book fever pitch 8/10,book,Fever Pitch,8,False,PT0M
book einstein: his life and universe 10,book,Einstein: His Life and Universe,10,False,PT0M
finished eldest 2/10,book,Eldest,2,False,PT0M
read oliver twist 4 stars -9d,book,Oliver Twist,8,False,-P9D
novel white oleander 6 -11d,book,White Oleander,6,False,-P11D
novel sidetracked 5 stars,book,Sidetracked,10,False,PT0M
read the divine comedy 10/10 4d ago,book,The Divine Comedy,10,False,-P4D
finished the cider house rules 8,book,The Cider House Rules,8,False,PT0M
book the hitchhiker's guide to the galaxy 8 14 days ago,book,The Hitchhiker's Guide to the Galaxy,8,False,-P14D
finished the subtle knife 8,book,The Subtle Knife,8,False,PT0M
finished a new earth: awakening to your life's purpose 4/10 -18h,book,A New Earth: Awakening to Your Life's Purpose,4,False,-PT18H
read the fellowship of the ring 8/10,book,The Fellowship of the Ring,8,False,PT0M
finished prey 8/10,book,Prey,8,False,PT0M
book the dead in their vaulted arches 3 stars,book,The Dead in Their Vaulted Arches,6,False,PT0M
novel aftermath 3 stars favorite,book,Aftermath,6,True,PT0M
book song of susannah 5 stars,book,Song of Susannah,10,False,PT0M
finished the crown conspiracy 10/10,book,The Crown Conspiracy,10,False,PT0M
"book river, cross my heart 3 stars 1h ago",book,"River, Cross My Heart",6,False,-PT1H
read the old man and the sea 3 stars 23h ago,book,The Old Man and the Sea,6,False,-PT23H
read a faint cold fear 3 stars 5d ago,book,A Faint Cold Fear,6,False,-P5D
book the gathering 2 stars loved,book,The Gathering,4,True,PT0M
book the book thief 8 favourite,book,The Book Thief,8,True,PT0M
read archangel's kiss 4 stars -3h,book,Archangel's Kiss,8,False,-PT3H
finished the return of the king 10,book,The Return of the King,10,False,PT0M
book blood rites 6 favourite 9 days ago,book,Blood Rites,6,True,-P9D
novel all my puny sorrows 4 stars,book,All My Puny Sorrows,8,False,PT0M
novel stiff: the curious lives of human cadavers 10/10 -7d,book,Stiff: The Curious Lives of Human Cadavers,10,False,-P7D
book the kite runner 4 7 hours ago,book,The Kite Runner,4,False,-PT7H
read east of eden 6/10,book,East of Eden,6,False,PT0M
novel master and commander 10/10,book,Master and Commander,10,False,PT0M
read the boleyn inheritance 4 stars,book,The Boleyn Inheritance,8,False,PT0M
book the goose girl 8/10,book,The Goose Girl,8,False,PT0M
novel the girl with the dragon tattoo 5 stars fav,book,The Girl with the Dragon Tattoo,10,True,PT0M
read the pit and the pendulum 3 stars,book,The Pit and the Pendulum,6,False,PT0M
finished the poisonwood bible 2/10 22d ago,book,The Poisonwood Bible,2,False,-P22D
finished one for the money 4 stars,book,One for the Money,8,False,PT0M
read wild: from lost to found on the pacific crest trail 4 26d ago,book,Wild: From Lost to Found on the Pacific Crest Trail,4,False,-P26D
"finished where'd you go, bernadette 4 stars",book,"Where'd You Go, Bernadette",8,False,PT0M
read insurgent 3 stars -10d,book,Insurgent,6,False,-P10D
novel a time to kill 4 stars -13h,book,A Time to Kill,8,False,-PT13H
novel something rotten 4 stars favorite -4d,book,Something Rotten,8,True,-P4D
"finished a christmas carol, the chimes and the cricket on the hearth 10/10",book,"A Christmas Carol, The Chimes and The Cricket on the Hearth",10,False,PT0M
read broken 10/10 16 days ago,book,Broken,10,False,-P16D
novel betrayed 6,book,Betrayed,6,False,PT0M
read the husband's secret 6/10,book,The Husband's Secret,6,False,PT0M
novel flowers in the attic 4 stars,book,Flowers in the Attic,8,False,PT0M
book the brethren 8/10 heart,book,The Brethren,8,True,PT0M
book with the old breed: at peleliu and okinawa 5 stars,book,With the Old Breed: At Peleliu and Okinawa,10,False,PT0M
book the berenstain bears go to school 10 loved,book,The Berenstain Bears Go to School,10,True,PT0M
finished awakened 3 stars,book,Awakened,6,False,PT0M
finished the host 6,book,The Host,6,False,PT0M
book opal 4 stars 4d ago,book,Opal,8,False,-P4D
finished the imitation of christ 6/10 favourite,book,The Imitation of Christ,6,True,PT0M
novel island of the blue dolphins 5 stars 28 days ago,book,Island of the Blue Dolphins,10,False,-P28D
read twilight: the complete illustrated movie companion 6/10 heart,book,Twilight: The Complete Illustrated Movie Companion,6,True,PT0M
read رباعيات صلاح جاهين 8/10,book,رباعيات صلاح جاهين,8,False,PT0M
read harry potter and the chamber of secrets 6,book,Harry Potter and the Chamber of Secrets,6,False,PT0M
read one foot in the grave 10,book,One Foot in the Grave,10,False,PT0M
novel millions of cats 10,book,Millions of Cats,10,False,PT0M
finished momo 10/10,book,Momo,10,False,PT0M
book private 10/10,book,Private,10,False,PT0M
book matched 10/10,book,Matched,10,False,PT0M
novel the golden compass 4/10,book,The Golden Compass,4,False,PT0M
novel the phantom tollbooth 8 -5d,book,The Phantom Tollbooth,8,False,-P5D
book the virgin suicides 8/10 9 days ago,book,The Virgin Suicides,8,False,-P9D
book firefly lane 5 stars,book,Firefly Lane,10,False,PT0M
novel rebecca 4 stars,book,Rebecca,8,False,PT0M
read the consolations of philosophy 10 -13h,book,The Consolations of Philosophy,10,False,-PT13H
finished enchantment 10/10,book,Enchantment,10,False,PT0M
novel fantastic beasts and where to find them 3 stars,book,Fantastic Beasts and Where to Find Them,6,False,PT0M
read masquerade 3 stars,book,Masquerade,6,False,PT0M
novel harry potter and the goblet of fire 4 stars,book,Harry Potter and the Goblet of Fire,8,False,PT0M
book the undomestic goddess 6/10 20h ago,book,The Undomestic Goddess,6,False,-PT20H
book the scarlet pimpernel 6/10,book,The Scarlet Pimpernel,6,False,PT0M
novel one hundred years of solitude 8/10,book,One Hundred Years of Solitude,8,False,PT0M
finished crime and punishment 4/10 -16h,book,Crime and Punishment,4,False,-PT16H
read the naked and the dead 3 stars,book,The Naked and the Dead,6,False,PT0M
novel the omnivore's dilemma: a natural history of four meals 8/10 favourite 4d ago,book,The Omnivore's Dilemma: A Natural History of Four Meals,8,True,-P4D
book the scarlet letter 2 stars,book,The Scarlet Letter,4,False,PT0M
book the fault in our stars 8,book,The Fault in Our Stars,8,False,PT0M
"book where'd you go, bernadette 6/10 11 days ago",book,"Where'd You Go, Bernadette",6,False,-P11D
finished being nikki 6/10,book,Being Nikki,6,False,PT0M
novel robinson crusoe 3 stars 12d ago,book,Robinson Crusoe,6,False,-P12D
book nausea 8 fav,book,Nausea,8,True,PT0M
read a connecticut yankee in king arthur's court 4 stars,book,A Connecticut Yankee in King Arthur's Court,8,False,PT0M
book say goodbye 4 stars,book,Say Goodbye,8,False,PT0M
novel outliers: the story of success 4 stars,book,Outliers: The Story of Success,8,False,PT0M
book the ultimate hitchhiker's guide to the galaxy 10/10 heart,book,The Ultimate Hitchhiker's Guide to the Galaxy,10,True,PT0M
read the other queen 8/10 favourite,book,The Other Queen,8,True,PT0M
novel the princess bride 5 stars,book,The Princess Bride,10,False,PT0M
novel the prince of tides 8,book,The Prince of Tides,8,False,PT0M
book the drawing of the three 5 stars,book,The Drawing of the Three,10,False,PT0M
book orphan train 4 stars favourite 12h ago,book,Orphan Train,8,True,-PT12H
book dead until dark 6 loved 19d ago,book,Dead Until Dark,6,True,-P19D
book the name of the wind 10/10 -7d,book,The Name of the Wind,10,False,-P7D
finished dark places 4 stars,book,Dark Places,8,False,PT0M
book motorcycle man 5 stars -25d,book,Motorcycle Man,10,False,-P25D
book the one and only ivan 8,book,The One and Only Ivan,8,False,PT0M
book wizard and glass 4,book,Wizard and Glass,4,False,PT0M
book brother odd 6/10,book,Brother Odd,6,False,PT0M
novel julius caesar 10/10 -25d,book,Julius Caesar,10,False,-P25D
read one fifth avenue 3 stars,book,One Fifth Avenue,6,False,PT0M
book the amazing adventures of kavalier & clay 5 stars 10h ago,book,The Amazing Adventures of Kavalier & Clay,10,False,-PT10H
novel soul of the fire 8/10,book,Soul of the Fire,8,False,PT0M
novel crossed 4 stars -21h,book,Crossed,8,False,-PT21H
finished fast food nation: the dark side of the all-american meal 4 stars favourite 23d ago,book,Fast Food Nation: The Dark Side of the All-American Meal,8,True,-P23D
novel outlander 6/10,book,Outlander,6,False,PT0M
